DO ID	DO term	OMIM ID	DO Exact Synonym
"DOID:0080010"	"bone structure disease"		
"DOID:2251"	"hypertrophic elongation of cervix"		
"DOID:0060325"	"cervical polyp"		
"DOID:3456"	"cervix erosion"		Erosion of cervix
"DOID:9043"	"uterine cervix leukoplakia"		Leukoplakia of cervix (uteri), Leukoplakia of cervix uteri, Leukoplakia of the uterine Cervix
"DOID:9681"	"cervical incompetence"		
"DOID:2256"	"osteochondrodysplasia"	215050	Cartilage Development disorder, Congenital anomaly of cartilage (disorder), Osteochondrodysplasia syndrome (disorder), chondrodystrophy
"DOID:0050463"	"campomelic dysplasia"	114290	Acampomelic Campomelic Dysplasia
"DOID:0050603"	"acheiropody"	200500	Acheiropodia, Horn-Kolb Syndrome
"DOID:0050604"	"acrocapitofemoral dysplasia"	607778	
"DOID:0050648"	"atelosteogenesis"	108720, 108721, 256050	
"DOID:0050680"	"Boomerang dysplasia"	112310	
"DOID:0050690"	"brachyolmia"	113500, 271530, 271630, 613678	brachyrachia
"DOID:0050767"	"midface dysplasia"		
"DOID:0050775"	"schneckenbecken dysplasia"	269250	
"DOID:0060247"	"Smith-McCort dysplasia"	607326, 615222	
"DOID:0060288"	"omodysplasia"	164745, 258315	
"DOID:0060387"	"chondrodysplasia Blomstrand type"	205045	Blomstrand lethal chondrodysplasia
"DOID:0060462"	"Desbuquois dysplasia"	251450, 615777	Desbuquois syndrome, micromelic dwarfism with vertebral and metaphyseal abnormalities and advanced carpotarsal ossification
"DOID:0060465"	"fibrochondrogenesis"	228520, 614524	
"DOID:0060569"	"hypertrichotic osteochondrodysplasia Cantu type"	239850	Cantu syndrome
"DOID:0080019"	"metaphyseal dysplasia"	215050	Bakwin-Krida syndrome, Pyle's disease, Pyle-Cohn syndrome
"DOID:0080026"	"otospondylomegaepiphyseal dysplasia"	215150	CHONDRODYSTROPHY WITH SENSORINEURAL DEAFNESS, NANCE-INSLEY SYNDROME, NANCE-SWEENEY CHONDRODYSPLASIA
"DOID:0080027"	"spondyloepimetaphyseal dysplasia"		
"DOID:0080038"	"pycnodysostosis"		
"DOID:0080041"	"hypochondroplasia"		
"DOID:0080043"	"achondrogenesis"		
"DOID:0080044"	"hypochondrogenesis"		
"DOID:0080045"	"Kniest dysplasia"		
"DOID:0080047"	"pseudoachondroplasia"	177170	PSEUDOACHONDROPLASIA, SPONDYLOEPIPHYSEAL DYSPLASIA, PSEUDOACHONDROPLASTIC, pseudoachondroplastic dysplasia
"DOID:0080049"	"acromesomelic dysplasia"		
"DOID:12347"	"osteogenesis imperfecta"	166200, 166210, 166220, 166240, 259420, 259440, 610682, 610854, 610915, 610967, 610968, 613848, 613849, 613982, 614856, 615066, 615220	Lobstein's syndrome, Osteopsathyrosis, Vrolik's disease, brittle bone disease
"DOID:12721"	"multiple epiphyseal dysplasia"	132400, 226900, 600204, 600969, 607078, 614135	polyepiphyseal dysplasia
"DOID:13481"	"thanatophoric dysplasia"	187600, 187601, 273680	
"DOID:13994"	"cleidocranial dysplasia"	119600, 216330	Marie-Sainton Disease, cleidocranial dysostosis
"DOID:14687"	"diastrophic dysplasia"	222600	
"DOID:14798"	"Blount's disease"	188700, 259200	Blount disease, familial infantile type osteochondrosis deformans tibiae
"DOID:4258"	"Weissenbacher-Zweymller syndrome"	261800	Piere-Robin syndrome, Pierre Robin Malformation
"DOID:4480"	"achondroplasia"	100800	Achondroplastic physique, Chondrodystrophia, osteosclerosis congenita
"DOID:7455"	"hypogonadotropism"		
"DOID:2280"	"hidradenitis suppurativa"	142690, 613736, 613737	Acne inversa, familial, Hidradenitis suppurativa (disorder), Hidradenitis suppurativa
"DOID:2283"	"keratopathy"		
"DOID:2297"	"leptospirosis"		Fort Bragg fever, Leptospiral or spirochetal jaundice, Leptospirosis icterohaemorrhagica, Leptospirosis icterohemorrhagica (disorder), Leptospirosis icterohemorrhagica, Rat Catcher's Yellows, Weil's disease (disorder), Weil's disease, nanukayami fever, spirochetal jaundice
"DOID:2300"	"spondylolysis"		
"DOID:2303"	"stereotypic movement disorder"		Stereotyped repetitive movements NOS (finding), Stereotypy habit disorder
"DOID:2312"	"nocardiosis"		Nocardia infectious disease
"DOID:3083"	"chronic obstructive pulmonary disease"		COLD (chronic obstructive lung disease), COPD, chronic obstructive airway disease, chronic obstructive lung disease
"DOID:4031"	"eosinophilic gastroenteritis"		Eosinophilic Gastroenteritis, Eosinophilic gastroenteritis (disorder), Eosinophilic gastroenteritis
"DOID:2327"	"viral gastritis"		Viral Gastritis, Viral gastritis (disorder)
"DOID:6102"	"herpetic gastritis"		
"DOID:2339"	"Crouzon syndrome"	123500	Craniofacial Dysostosis
"DOID:2340"	"craniosynostosis"	123100, 182212, 600593, 600775, 604757, 615314, 615529	Premature closure of cranial sutures
"DOID:2344"	"polyclonal hypergammaglobulinemia"		Polyclonal hypergammaglobulinemia (disorder), Polyclonal hypergammaglobulinemia NOS (disorder), Polyclonal hypergammaglobulinemia
"DOID:13372"	"alpha 1-antitrypsin deficiency"	613490	AAT deficiency
"DOID:2346"	"monoclonal paraproteinemia"		Monoclonal Paraproteinemia, Monoclonal paraproteinaemia, Monoclonal paraproteinemia (disorder)
"DOID:9080"	"macroglobulinemia"		primary macroglobulinemia
"DOID:2349"	"arteriosclerosis"		Arteriosclerosis (morphologic abnormality), Arteriosclerosis NOS, Arteriosclerotic vascular disease (disorder), Arteriosclerotic vascular disease NOS
"DOID:13097"	"intracranial arteriosclerosis"		
"DOID:3669"	"intermittent claudication"		Charcot's syndrome, Intermittent claudication (disorder), Intermittent claudication NOS, Intermittent claudication
"DOID:5160"	"arteriosclerosis obliterans"		Arteriosclerosis obliterans (disorder) [Ambiguous], Arteriosclerosis obliterans (disorder)
"DOID:5161"	"Monckeberg arteriosclerosis"		
"DOID:5162"	"arteriolosclerosis"		Arteriolosclerosis (morphologic abnormality)
"DOID:2351"	"iron metabolism disease"		Iron disorder, disorder of iron metabolism (disorder), disorder of iron metabolism NOS (disorder), disorder of iron metabolism, iron disorder
"DOID:0050032"	"mineral metabolism disease"		
"DOID:0050711"	"aceruloplasminemia"	604290	
"DOID:12119"	"hemosiderosis"		haemosiderosis
"DOID:2354"	"myelophthisic anemia"		ANEMIA LEUKOERYTHROBLASTIC, Anemia, leukoerythroblastic, Leukoerythroblastosis, Myelophthisic anemia (disorder)
"DOID:11244"	"neonatal anemia"		ANEMIA NEONATAL, Neonatal anemia (disorder), Neonatal anemia, NOS
"DOID:11759"	"hypochromic anemia"		ANEMIA HYPOCHROMIC
"DOID:12450"	"pancytopenia"		Pancytopenia (disorder), Pancytopenia NOS (disorder), Pancytopenia NOS
"DOID:13121"	"deficiency anemia"		Unspecified deficiency anemia, deficiency anemias (disorder), deficiency anemias NOS (disorder)
"DOID:2361"	"macrocytic anemia"		ANEMIA MACROCYTIC, Macrocytic Anemia, Macrocytic anaemia of unspecified cause, Macrocytic anemia (disorder), Macrocytic anemia of unspecified cause (disorder), Macrocytic anemia
"DOID:13382"	"megaloblastic anemia"	261100, 613839	Grasbeck-Imerslund syndrome, Imerslund-Grasbeck syndrome, MGA1 Norwegian type, RH-MGA1, recessive hereditary megaloblastic anemia 1
"DOID:2364"	"post-thrombotic syndrome"		Postphlebetic syndrome with inflammation, Postphlebetic syndrome with ulcer and inflammation, Postphlebetic syndrome with ulcer, postphlebitic syndrome, venous stress disorder
"DOID:0050174"	"Kunjin encephalitis"		
"DOID:3321"	"gangliosidosis GM2"		GM>2< gangliosidosis (disorder)
"DOID:3322"	"gangliosidosis GM1"	230500, 230600, 230650	Beta-galactosidase deficiency, GM1 gangliosidosis (disorder), GM>1< gangliosidosis (disorder), Landing syndrome, beta-Galactosidase deficiency, deficiency of beta-galactosidase (disorder)
"DOID:2377"	"multiple sclerosis"	126200, 612594, 612595, 612596, 614810	Generalized multiple sclerosis (disorder), insular sclerosis
"DOID:0050783"	"secondary progressive multiple sclerosis"		SPMS, Secondary-progressive MS
"DOID:0050784"	"primary progressive multiple sclerosis"		PPMS, Primary-progressive MS
"DOID:0050785"	"progressive relapsing multiple sclerosis"		PRMS, Progressive-relapsing MS
"DOID:2378"	"relapsing-remitting multiple sclerosis"		RRMS, Relapsing-remitting MS
"DOID:2383"	"neonatal jaundice"		neonatal hyperbilirubinemia, neonatal icterus
"DOID:11452"	"perinatal jaundice due to hepatocellular damage"		Perinatal jaundice due to hepatocellular damage (disorder), Perinatal jaundice due to hepatocellular damage NOS (disorder)
"DOID:12043"	"kernicterus due to isoimmunization"		Kernicterus - due to isoimm., Kernicterus due to isoimmunization (disorder), Kernicterus due to isoimmunization [dup] (disorder), Kernicterus due to isoimmunization of fetus or newborn
"DOID:2388"	"renal artery disease"		renal vascular disease, vascular disorder of kidney
"DOID:14092"	"renal artery atheroma"		Atherosclerosis of renal artery (disorder), Atherosclerosis of renal artery, renal atherosclerosis
"DOID:2972"	"renal artery obstruction"		
"DOID:0050928"	"ovarian melanoma"		
"DOID:3002"	"ovary neuroendocrine neoplasm"		neuroendocrine tumor of Ovary
"DOID:6554"	"ovarian clear cell malignant adenofibroma"		
"DOID:2409"	"rhinosporidiosis"		Infection by Rhinosporidium seeberi, Rhinosporidiosis (disorder)
"DOID:2410"	"skin granular cell tumor"		granular cell neoplasm of the skin, granular cell tumor of skin (disorder)
"DOID:2411"	"granular cell tumor"		granular cell tumor (disorder), granular cell tumor (morphologic abnormality), granular cell tumor NOS (morphologic abnormality), neoplasm of granular cell
"DOID:2425"	"cutaneous ganglioneuroma"		Cutaneous Ganglioneuroma, Ganglioneuroma of skin (disorder)
"DOID:2426"	"gangliocytoma"		
"DOID:2430"	"skin glomus tumor"		Glomus skin neoplasm, Glomus tumor of skin (disorder)
"DOID:2431"	"glomus tumor"		Glomus neoplasm, Glomus tumour
"DOID:3850"	"hemangiopericytic tumor"		Hemangiopericytic neoplasm NOS (morphologic abnormality), Hemangiopericytic neoplasm
"DOID:5233"	"glomangiosarcoma"		malignant Glomus neoplasm
"DOID:5236"	"subungual glomus tumor"		Subungual Glomus tumor
"DOID:2433"	"epidermal appendage tumor"		neoplasm of skin with adnexal differentiation (disorder), neoplasm of the skin Appendage, skin appendage tumour
"DOID:2435"	"skin glomangioma"		Cutaneous Glomangioma, Glomangioma of skin (disorder)
"DOID:2436"	"glomangioma"		
"DOID:6048"	"telangiectatic glomangioma"		
"DOID:5238"	"benign perivascular tumor"		
"DOID:7996"	"familial glomangioma"		
"DOID:2438"	"dermis tumor"		neoplasm of Dermis, tumor of dermis (disorder)
"DOID:4418"	"cutaneous fibrous histiocytoma"		Dermatofibroma NOS, Dermatofibroma, Dermatofibroma, no ICD-O subtype (morphologic abnormality), Fibrohistiocytic neoplasm, Fibrohistiocytic tumor (disorder), Pleomorphic fibroma, Sclerosing angioma (morphologic abnormality), Sclerosing angioma of skin, benign Cutaneous fibrous Histiocytoma, dermatofibroma, fibrohistiocytic tumor, fibrous histiocytoma of skin (disorder), fibrous xanthoma of skin (disorder)
"DOID:5132"	"leiomyoma cutis"		Cutaneous leiomyoma (disorder), leiomyoma of the skin
"DOID:2449"	"acromegaly"		
"DOID:3946"	"pituitary-dependent Cushing's disease"		Overproduction of ACTH, pituitary-dependent Cushing disease
"DOID:10772"	"thrombotic thrombocytopenic purpura"		Moschcowitz's syndrome
"DOID:11247"	"disseminated intravascular coagulation"		DIC, Defibrination syndrome, Diffuse or disseminated intravascular coagulation
"DOID:2455"	"angular blepharoconjunctivitis"		Angular blepharoconjunctivitis (disorder)
"DOID:2456"	"blepharoconjunctivitis"		
"DOID:13999"	"contact blepharoconjunctivitis"		Contact blepharoconjunctivitis (disorder)
"DOID:2457"	"giant papillary conjunctivitis"		
"DOID:2458"	"papillary conjunctivitis"		
"DOID:6195"	"conjunctivitis"		
"DOID:2462"	"retinal vascular disease"		retina circulation disorder
"DOID:0050535"	"exudative vitreoretinopathy"	133780, 305390, 601813, 605750, 613310	FEVR, familial exudative vitreoretinopathy
"DOID:11295"	"retinal microaneurysm"		
"DOID:7736"	"retinal telangiectasia"		
"DOID:8947"	"diabetic retinopathy"		Retinal abnormality - diabetes-related
"DOID:11328"	"schizophreniform disorder"		
"DOID:5418"	"schizoaffective disorder"		
"DOID:13564"	"aspergillosis"		Infection due to Aspergillus
"DOID:0050288"	"penicilliosis"		
"DOID:0050289"	"fusariosis"		
"DOID:0050290"	"trichosporonosis"		
"DOID:11339"	"pneumocystosis"		Pneumocystis carinii pneumonia, Pneumocystis jirovecii pneumonia, Pneumocystis pneumonia, Pneumocystosis pneumonia, Pneumocystosis, pulmonary pneumocystosis (disorder)
"DOID:12053"	"cryptococcosis"		Busse-Buschke's disease, European cryptococcosis, cryptococcal infection, torula, torulosis
"DOID:2832"	"geotrichosis"		Geotrichosis (disorder)
"DOID:4271"	"microsporidiosis"		Infection by Microspora (disorder), Infection by Microsporea (disorder), Infection by Microsporida (disorder)
"DOID:8484"	"maple bark strippers' lung"		Maple bark-strippers' lung, Maple-bark strippers' lung (disorder), alveolitis due to cryptostroma corticale, maple bark disease, maple bark stripper's disease, maple bark stripper's lung
"DOID:2474"	"vernal conjunctivitis"		
"DOID:2475"	"chronic conjunctivitis"		Unspecified chronic conjunctivitis (disorder), chronic Conjunctivitis, chronic conjunctivitis NOS (disorder), chronic conjunctivitis, unspecified
"DOID:11204"	"allergic conjunctivitis"		
"DOID:13326"	"chronic follicular conjunctivitis"		
"DOID:13341"	"parasitic conjunctivitis"		
"DOID:9512"	"simple chronic conjunctivitis"		
"DOID:0050886"	"Troyer syndrome"	275900	spastic paraplegia 20 (Troyer syndrome), spastic paraplegia type 20
"DOID:0060245"	"Mast syndrome"	248900	autosomal recessive spastic paraplegia 21
"DOID:2485"	"phosphorus metabolism disease"		Phosphorus disorder, disorder of phosphorus metabolism (disorder), disorder of phosphorus metabolism NOS (disorder), disorder of phosphorus metabolism, phosphorus metabolism disorder
"DOID:0050336"	"hypophosphatemia"		
"DOID:0050459"	"hyperphosphatemia"		
"DOID:2490"	"congenital nervous system abnormality"		congenital neurologic anomaly
"DOID:0050454"	"periventricular nodular heterotopia"	300049, 300537, 608097, 608098, 612881, 615544	periventricular heterotopia
"DOID:4621"	"holoprosencephaly"	142945, 142946, 157170, 236100, 605934, 609408, 609637, 610828, 610829, 614226	Holoprosencephaly sequence (disorder)
"DOID:4626"	"hydranencephaly"		Hydranencephaly (disorder)
"DOID:2495"	"senile angioma"		Senile angioma (disorder), Senile hemangioma, Senile naevus of skin
"DOID:2497"	"enamel erosion"		
"DOID:13629"	"dentine erosion"		
"DOID:14140"	"pulp erosion"		
"DOID:2510"	"Kluver-Bucy syndrome"		Klver-Bucy syndrome
"DOID:2512"	"nevoid basal cell carcinoma syndrome"	109400	Gorlin syndrome (disorder), Naevoid basal cell carcinoma syndrome, basal cell nevus syndrome
"DOID:2513"	"basal cell carcinoma"	605462, 613058, 613059, 613061, 613062, 613063, 614740	BASAL CELL carcinoma OF SKIN, Basal cell cancer, Basal cell carcinoma NOS (morphologic abnormality), Basal cell carcinoma of skin (disorder), Basal cell neoplasm (morphologic abnormality), Basal cell neoplasm NOS (morphologic abnormality), Basal cell tumor (morphologic abnormality), Basal cell tumor, Epithelioma basal cell (disorder), Rodent ulcer, malignant Basal cell neoplasm, malignant basal cell tumor (morphologic abnormality), malignant basal cell tumor
"DOID:3451"	"skin carcinoma"		Non-melanoma skin cancer, carcinoma OF SKIN
"DOID:4279"	"infundibulocystic basal cell carcinoma"	604451	skin infundibulocystic basal cell carcinoma
"DOID:4280"	"nodular basal cell carcinoma"		Basal cell carcinoma, nodular (morphologic abnormality), Circumscribed solid basal cell carcinoma, skin nodulo-ulcerative basal cell carcinoma, skin solid (nodular) Basal cell carcinoma
"DOID:4281"	"metatypical basal cell carcinoma"		Basosquamous carcinoma of skin (disorder), skin Metatypical carcinoma, skin metatypical basal cell carcinoma
"DOID:4282"	"pigmented basal cell carcinoma"		skin pigmented basal cell carcinoma
"DOID:4286"	"sebaceous basal cell carcinoma"		skin basosebaceous basal cell carcinoma
"DOID:4289"	"micronodular basal cell carcinoma"		skin micronodular basal cell carcinoma
"DOID:4290"	"adamantinoid basal cell epithelioma"		Basal cell carcinoma - adamantinoid (disorder), Melanotic adamantinoma of skin (disorder), skin adamantinoid basal cell epithelioma
"DOID:4291"	"fibroepithelial basal cell carcinoma"		Fibroepithelioma of Pinkus (disorder), Fibroepithelioma of Pinkus type, Pinkus tumor
"DOID:4292"	"morpheaform basal cell carcinoma"		Basal cell carcinoma, morphea, Cicatricial basal-cell carcinoma, Morphea-type (Sclerosing) Basal cell carcinoma
"DOID:4293"	"clear cell basal cell carcinoma"		skin clear cell basal cell carcinoma
"DOID:4294"	"adenoid basal cell carcinoma"		skin adenoid basal cell carcinoma
"DOID:4295"	"follicular basal cell carcinoma"		follicular (pilar) basal cell carcinoma
"DOID:4299"	"infiltrative basal cell carcinoma"		skin infiltrating basal cell carcinoma
"DOID:4300"	"superficial basal cell carcinoma"		Multifocal superficial basal cell carcinoma (morphologic abnormality), Superficial multicentric basal-cell carcinoma, multicentric basal cell carcinoma
"DOID:4302"	"cystic basal cell carcinoma"		skin cystic basal cell carcinoma
"DOID:4303"	"sarcomatoid basal cell carcinoma"		skin sarcomatoid basal cell carcinoma
"DOID:4304"	"signet ring basal cell carcinoma"		skin signet ring cell basal cell carcinoma
"DOID:5063"	"basosquamous carcinoma"		Basisquamous cell carcinoma, Metatypical carcinoma (morphologic abnormality), basosquamous cell carcinoma
"DOID:5393"	"brain angioma"		
"DOID:2518"	"orchitis"		Inflammation of testis, Orchititis
"DOID:11994"	"atrophy of testis"		
"DOID:11996"	"spermatic cord torsion"	187400	Torsion of testicle, Torsion of testis, testicular Torsion
"DOID:3089"	"granulomatous orchitis"		Non-Specific Granulomatous Orchitis
"DOID:5104"	"testicular infarct"		infarction of testis, testicular infarction
"DOID:2526"	"prostate adenocarcinoma"		
"DOID:10286"	"prostate carcinoma"		cancer of prostate, carcinoma OF PROSTATE, carcinoma of prostate (disorder), carcinoma of prostate
"DOID:3024"	"prostatic acinar adenocarcinoma"		Prostatic acinar adenocarcinoma
"DOID:3504"	"prostate signet ring cell adenocarcinoma"		Signet Ring cell carcinoma of prostate, prostate signet ring cell carcinoma
"DOID:3703"	"prostate colloid adenocarcinoma"		acinar Colloid prostate adenocarcinoma
"DOID:7246"	"lymphoepithelioma-like acinar prostate adenocarcinoma"		lymphoepithelioma-like variant acinar prostate adenocarcinoma
"DOID:11786"	"splenic sequestration"		
"DOID:11787"	"chronic congestive splenomegaly"		chronic congestive splenomegaly (disorder)
"DOID:2530"	"splenic abscess"		Splenic abscess (disorder), Splenic abscess
"DOID:2533"	"splenic infarction"		Splenic infarct, Splenic infarction (disorder), Splenic infarction
"DOID:6376"	"hypersplenism"		hypersplenia, hypersplenism (disorder)
"DOID:0060083"	"immune system cancer"		
"DOID:4960"	"bone marrow cancer"		Myeloid neoplasm (morphologic abnormality), Myeloproliferative disease NOS, Myeloproliferative disease, NOS, Myeloproliferative disease, no ICD-O subtype (morphologic abnormality), Myeloproliferative disorder (morphologic abnormality), Myeloproliferative tumors, bone Marrow tumor, bone marrow neoplasm, malignant bone Marrow tumor, malignant neoplasm of bone marrow, myeloproliferative disease, myeloproliferative disorder, myeloproliferative neoplasm, neoplasm of bone marrow (disorder), primary malignant neoplasm of bone marrow (disorder)
"DOID:0060058"	"lymphoma"		lymphoid cancer
"DOID:3664"	"mast cell neoplasm"		Mast cell Proliferative disease, mast cell tumor, mastocytoma
"DOID:5621"	"histiocytic and dendritic cell cancer"		
"DOID:8683"	"myeloid sarcoma"		Chloroma (disorder), Chloroma (in Remission), Chloroma, Extramedullary Myeloid tumor, Granulocytic sarcoma (disorder), Granulocytic sarcoma, Myeloid sarcoma NOS (disorder), Myeloid sarcoma in remission (disorder), Myeloid sarcoma in remission, Myeloid sarcoma without mention of remission, Myeloid sarcoma, disease (disorder), Myeloid sarcoma, morphology (morphologic abnormality)
"DOID:2536"	"chronic inflammatory demyelinating polyneuritis"		
"DOID:14183"	"alcoholic neuropathy"		Alcohol-related polyneuropathy, Alcoholic polyneuropathy
"DOID:14184"	"polyneuropathy due to drug"		
"DOID:14402"	"critical illness polyneuropathy"		
"DOID:8681"	"paraneoplastic polyneuropathy"		
"DOID:2538"	"Landau-Kleffner syndrome"	245570	acquired epileptic aphasia
"DOID:2548"	"reflex epilepsy"		epilepsy, sensory-induced
"DOID:2550"	"tactile epilepsy"		Tactile epilepsy (disorder)
"DOID:2557"	"chondromalacia"		
"DOID:13357"	"chondromalacia patellae"	168900	Chondromalacia of patella (disorder), Chondromalacia of patella, Chondromalacia patellae, softening of articular cartilage of patella
"DOID:2559"	"opiate dependence"		Opioid type dependence
"DOID:9974"	"drug dependence"		
"DOID:2560"	"morphine dependence"		
"DOID:9976"	"heroin dependence"		
"DOID:2565"	"macular corneal dystrophy"	217800	Fehr corneal dystrophy, MACULAR DYSTROPHY, CORNEAL, 1
"DOID:0060442"	"stromal dystrophy"		
"DOID:2566"	"corneal dystrophy"		
"DOID:0060440"	"epithelial and subepithelial dystrophy"		
"DOID:0060441"	"epithelial-stromal TGFBI dystrophy"		
"DOID:0060443"	"endothelial dystrophy"		
"DOID:11554"	"Chandler syndrome"		Chandler's syndrome (disorder), Dystrophy of corneal endothelium, Endothelial corneal dystrophy, Posterior membrane corneal dystrophy
"DOID:10616"	"acute cervicitis"		
"DOID:5757"	"endocervicitis"		
"DOID:2570"	"malignant histiocytic disease"		
"DOID:2571"	"Langerhans-cell histiocytosis"	246400, 604856	Histiocytosis X, Langerhan's cell histiocytosis (disorder), Langerhans cell granulomatosis, Letterer-Siwe disease involving intra-abdominal lymph nodes, Letterer-Siwe disease involving intrapelvic lymph nodes, Letterer-Siwe disease involving intrathoracic lymph nodes, Letterer-Siwe disease involving lymph nodes of axilla and upper limb, Letterer-Siwe disease involving lymph nodes of head, face and neck, Letterer-Siwe disease involving lymph nodes of head, face, and neck, Letterer-Siwe disease involving lymph nodes of inguinal region and lower limb, Letterer-Siwe disease involving lymph nodes of multiple sites, Letterer-Siwe disease involving spleen, Letterer-Siwe disease of intra-abdominal lymph nodes (disorder), Letterer-Siwe disease of intra-abdominal lymph nodes, Letterer-Siwe disease of intrapelvic lymph nodes (disorder), Letterer-Siwe disease of intrapelvic lymph nodes, Letterer-Siwe disease of intrathoracic lymph nodes (disorder), Letterer-Siwe disease of intrathoracic lymph nodes, Letterer-Siwe disease of lymph nodes of axilla and upper limb (disorder), Letterer-Siwe disease of lymph nodes of axilla and\/or upper limb (disorder), Letterer-Siwe disease of lymph nodes of axilla and\/or upper limb, Letterer-Siwe disease of lymph nodes of head, face and neck (disorder), Letterer-Siwe disease of lymph nodes of head, face and\/or neck (disorder), Letterer-Siwe disease of lymph nodes of inguinal region amd\/or lower limb, Letterer-Siwe disease of lymph nodes of inguinal region and lower limb (disorder), Letterer-Siwe disease of lymph nodes of inguinal region and\/or lower limb (disorder), Letterer-Siwe disease of lymph nodes of multiple sites (disorder), Letterer-Siwe disease of lymph nodes of multiple sites, Letterer-Siwe disease of spleen (disorder), Letterer-Siwe disease of spleen, Letterer-Siwe disease
"DOID:2575"	"barbiturate dependence"		
"DOID:2580"	"rhizomelic chondrodysplasia punctata"	215100, 222765, 600121	
"DOID:0060292"	"X-linked chondrodysplasia punctata"	302950, 302960	chondrodystrophia calcificans congenita
"DOID:0060293"	"autosomal dominant chondrodysplasia punctata"	118650, 118651, 602497	
"DOID:0060027"	"B cell linker protein deficiency"		B-cell linker protein deficiency, BLNK deficiency
"DOID:0060028"	"Good syndrome"		thymoma with hypogammaglobulinemia
"DOID:12177"	"common variable immunodeficiency"	240500, 607594, 613493, 613494, 613495, 613496, 614699, 614700, 615559, 615577, 615767	CVID, acquired agammaglobulinemia, acquired hypogammaglobulinemia, common variable agammaglobulinemia, sporadic hypogammaglobulinemia
"DOID:14179"	"Bruton-type agammaglobulinemia"	300310, 300755	BTK deficiency, Bruton agammaglobulinemia tyrosine kinase deficiency, Bruton's Sex-Linked Agammaglobulinemia, Bruton's agammaglobulinaemia, Bruton's type agammaglobulinemia, X-linked agammaglobulinemia (disorder)
"DOID:2595"	"glottis cancer"		Ca larynx - glottis (disorder), Ca larynx - glottis, malignant tumor of glottis (disorder), malignant tumor of the Glottis
"DOID:2596"	"larynx cancer"		
"DOID:2599"	"glottis carcinoma"		Glottic carcinoma, carcinoma of glottis (disorder)
"DOID:11472"	"subglottis cancer"		Ca larynx - subglottis (disorder), Ca larynx - subglottis, malignant Subglottic tumor, malignant tumor of subglottis (disorder)
"DOID:13348"	"laryngeal cartilage cancer"		malignant neoplasm of laryngeal cartilage NOS (disorder), malignant neoplasm of laryngeal cartilages, malignant tumor of laryngeal cartilage (disorder)
"DOID:13476"	"supraglottis cancer"		Ca larynx - supraglottis (disorder), Ca larynx - supraglottis, malignant Supraglottic tumor, malignant neoplasm of extrinsic larynx, malignant neoplasm of supraglottis, malignant tumor of supraglottis (disorder), supraglottis
"DOID:2600"	"laryngeal carcinoma"		cancer of Larynx, cancer of larynx, carcinoma of larynx (disorder)
"DOID:2877"	"larynx sarcoma"		sarcoma of larynx
"DOID:2597"	"glottis neoplasm"		neoplasm of glottis (disorder), tumor of the Glottis
"DOID:2598"	"laryngeal benign neoplasm"		laryngeal tumor, larynx neoplasm, neoplasm of larynx (disorder)
"DOID:10069"	"subglottis neoplasm"		Subglottic tumor
"DOID:10070"	"larynx leiomyoma"		
"DOID:10071"	"larynx squamous papilloma"		
"DOID:5457"	"laryngeal neuroendocrine tumor"		neuroendocrine tumor of Larynx
"DOID:8002"	"supraglottis neoplasm"		Supraglottic tumor, neoplasm of supraglottis (disorder)
"DOID:7031"	"glottis squamous cell carcinoma"		Epidermoid carcinoma of the Glottis
"DOID:2876"	"laryngeal squamous cell carcinoma"		Epidermoid carcinoma of the Larynx, squamous cell carcinoma of larynx (disorder)
"DOID:4688"	"laryngeal mucoepidermoid carcinoma"		Mucoepidermoid carcinoma of Larynx
"DOID:4869"	"laryngeal adenoid cystic carcinoma"		adenoid cystic carcinoma of Larynx
"DOID:7144"	"laryngeal small cell carcinoma"		small cell carcinoma of Larynx
"DOID:2601"	"juxtacortical chondroma"		Juxtacortical chondroma (morphologic abnormality), Periosteal Chondroma
"DOID:2602"	"chondroma"		Chondroma (morphologic abnormality), Chondroma NOS (morphologic abnormality), central Chondroma
"DOID:2609"	"adenomyoma"		adenomyoma (morphologic abnormality)
"DOID:4993"	"atypical polypoid adenomyoma"		Atypical polypoid adenomyoma (morphologic abnormality), Atypical polypoid adenomyoma
"DOID:4994"	"adenomyoma of uterine corpus"		adenomyoma of Corpus Uteri
"DOID:4995"	"cervical adenomyoma"		
"DOID:2614"	"serous surface papilloma"		serous Surface papilloma, serous surface papilloma (morphologic abnormality), serous surface papilloma NOS (morphologic abnormality)
"DOID:2626"	"choroid plexus papilloma"	260500	Choroid plexus papilloma NOS (morphologic abnormality), Choroid plexus papilloma, no ICD-O subtype (morphologic abnormality), childhood choroid plexus papilloma, papilloma of the Choroid Plexus, pediatric papilloma of Choroid Plexus
"DOID:2670"	"transitional papilloma"		transitional cell papilloma NOS (morphologic abnormality), transitional cell papilloma, transitional cell papilloma, benign (morphologic abnormality)
"DOID:2682"	"intracystic papillary adenoma"		Intracystic papillary adenoma (morphologic abnormality), Intracystic papilloma
"DOID:3172"	"papillary adenoma"		Papillary adenoma NOS (morphologic abnormality), glandular papilloma
"DOID:3177"	"verrucous papilloma"		
"DOID:3179"	"inverted papilloma"		Inverted papilloma, Inverted papilloma, squamous cell
"DOID:7444"	"diffuse intraductal papillomatosis"		Diffuse intraductal papillomatosis
"DOID:7512"	"localized intraductal papillomatosis"		
